building_id,zone_id,municipality,barangay,use_type,use_sub,sewer_status
36920,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36921,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36923,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36924,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36925,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36927,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36928,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36932,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36933,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36935,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36936,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36937,R1,Tagbilaran City,Booy,Commercial Establishments,Other Commercial,Served
36940,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36942,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36943,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36946,R1,Tagbilaran City,Booy,Commercial Establishments,Other Commercial,Served
36947,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36948,R1,Tagbilaran City,Booy,Commercial Establishments,Hospitality & Accommodation,Served
36950,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36951,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36952,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36953,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36957,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36959,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36962,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36963,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36964,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36968,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36969,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36970,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36971,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36974,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36976,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36978,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36980,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36981,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36983,R1,Tagbilaran City,Booy,Commercial Establishments,Food & Beverage,Served
36984,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36985,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36986,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36987,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36989,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36994,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
36995,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37000,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37003,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37005,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37006,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37008,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37009,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37010,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37011,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37014,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37016,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37018,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37019,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37022,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37024,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37025,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37028,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37032,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37033,R1,Tagbilaran City,Booy,Commercial Establishments,Food & Beverage,Served
37034,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37035,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37036,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37037,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37038,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37039,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37042,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37044,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37045,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37046,R1,Tagbilaran City,Booy,Residential,Subdivision / Gated Society,Served
37052,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37054,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37055,R1,Tagbilaran City,Booy,Educational Institutions,Elementary Education,Served
37057,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37062,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37063,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37064,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37065,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37066,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37067,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37068,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37069,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37070,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37071,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37072,R1,Tagbilaran City,Booy,Commercial Establishments,Other Commercial,Served
37073,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
37074,R1,Tagbilaran City,Booy,Residential,Other Residential,Served
