building_id,zone_id,municipality,barangay,use_type,use_sub,sewer_status
60363,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60411,R1,Tagbilaran City,Poblacion II,Commercial Establishments,Other Commercial,Excluded
60501,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60504,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60536,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60587,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60625,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60626,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60659,R1,Tagbilaran City,Poblacion II,Commercial Establishments,Other Commercial,Excluded
60698,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60736,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60810,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60850,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60865,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60891,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60900,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
60921,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61002,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61041,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61056,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61070,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61077,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61087,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61129,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61153,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61208,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61210,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61234,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61235,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61262,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61287,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61298,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61315,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61329,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
61346,R1,Tagbilaran City,Poblacion II,Residential,Other Residential,Excluded
